Gen,Case,Fitness,NPV,ABS Diff,Parents
8,17,15608.000546002664,1597901.6661465196,1196390.5228360198,gen7case14 gen1case197
8,18,15608.002784434666,1560334.0756679664,1158822.9323574665,gen6case13 gen6case38
8,19,15608.000546002664,1518590.7096156443,1117079.5663051445,gen6case13 gen6case38
8,20,15608.000546002664,1527320.8751321072,1125809.7318216073,gen0case2 gen0case3
8,21,15608.02174824993,1504489.7019202043,1102978.5586097045,gen0case2 gen0case3
8,22,15608.00495162412,1417596.611713408,1016085.4684029082,gen7case39 gen1case140
8,23,15608.000862982533,1561913.6302345954,1160402.4869240955,gen7case39 gen1case140
8,24,15608.000546002664,1531288.872985525,1129777.7296750252,gen6case22 gen1case55
8,25,15608.006721619886,1487032.451510346,1085521.3081998462,gen6case22 gen1case55
8,26,15608.000684413128,1476580.5390619126,1075069.3957514127,gen6case4 gen6case17
8,27,15608.162420813342,1272355.619635957,870844.4763254572,gen6case4 gen6case17
8,28,15608.11980912765,1304134.8461729488,902623.702862449,gen1case53 gen1case64
8,29,15608.000710767721,1395707.5717594095,994196.4284489097,gen1case53 gen1case64
8,30,15608.011515086353,1406028.7545635444,1004517.6112530446,gen1case141 gen1case155
8,31,15608.000546002664,1610174.464606864,1208663.321296364,gen1case141 gen1case155
8,32,15608.011515086353,1406028.7545635444,1004517.6112530446,gen1case141 gen7case16
8,33,15608.001774709288,1630338.6271139842,1228827.4838034844,gen1case141 gen7case16
8,34,15608.001613814755,1455160.8808969695,1053649.7375864696,gen7case6 gen1case170
8,35,15608.264067361903,1326003.8037580976,924492.6604475977,gen7case6 gen1case170
8,36,15608.339707891419,1419125.9759417889,1017614.832631289,gen6case23 gen7case8
8,37,15608.0054697311,1435772.8892791427,1034261.7459686429,gen6case23 gen7case8
8,38,15608.124269779517,1396068.7394216903,994557.5961111905,gen0case3 gen7case16
8,39,15608.003797931276,1484824.9491811593,1083313.8058706594,gen0case3 gen7case16
9,0,627.8304897883893,430609.53514537826,29098.39183487848,gen1case84 gen1case101
9,1,999999999.99,0,0,gen1case84 gen1case101
9,2,15608.124269779517,1396068.7394216903,994557.5961111905,gen0case3 gen7case3
9,3,15608.000546002664,1587039.196267079,1185528.0529565793,gen0case3 gen7case3
9,4,15608.000546002664,1570036.9055759422,1168525.7622654424,gen8case26 gen6case24
9,5,15608.012211676381,1488779.80270553,1087268.6593950302,gen8case26 gen6case24
9,6,15608.002148391117,1534705.494634887,1133194.3513243871,gen1case19 gen7case36
9,7,15608.000546002664,1389318.8032514194,987807.6599409196,gen1case19 gen7case36
9,8,15608.001774709288,1630338.6271139842,1228827.4838034844,gen1case5 gen8case12
9,9,15608.002189121575,1429452.4776559307,1027941.3343454308,gen1case5 gen8case12
9,10,15608.001570055118,1597324.3275558623,1195813.1842453624,gen6case37 gen6case35
9,11,15608.059480425316,1382046.45948246,980535.3161719602,gen6case37 gen6case35
9,12,15608.054347391959,1412802.8783933765,1011291.7350828766,gen1case55 gen8case37
9,13,15608.000546002664,1514422.09676522,1112910.95345472,gen1case55 gen8case37
9,14,15608.03704414325,1369507.9657698374,967996.8224593375,gen1case55 gen8case15
9,15,15608.000546002664,1572106.5814905919,1170595.438180092,gen1case55 gen8case15
9,16,15608.028321932814,1539891.42836886,1138380.28505836,gen6case33 gen8case33
9,17,15608.001774709288,1630338.6271139842,1228827.4838034844,gen6case33 gen8case33
9,18,15608.051304692886,1446735.340990532,1045224.1976800321,gen1case42 gen7case38
9,19,15608.011564898039,1553227.9918183116,1151716.8485078118,gen1case42 gen7case38
9,20,15608.000398220496,1550434.0479336865,1148922.9046231867,gen6case7 gen8case28
9,21,15608.49844623281,1309877.1224427107,908365.9791322108,gen6case7 gen8case28
9,22,15608.013229782771,1395526.356486209,994015.2131757091,gen8case29 gen8case37
9,23,15608.000589686706,1445866.514260793,1044355.3709502933,gen8case29 gen8case37
9,24,15608.001153679916,1472047.1096969796,1070535.9663864798,gen1case165 gen1case19
9,25,15608.000971640664,1465984.751079971,1064473.6077694711,gen1case165 gen1case19
9,26,15608.011518264488,1464756.3698730925,1063245.2265625927,gen8case18 gen7case34
9,27,15608.000546002664,1576372.7047557693,1174861.5614452695,gen8case18 gen7case34
9,28,15608.096469651544,1378649.3814371158,977138.238126616,gen1case188 gen6case3
9,29,15608.000546002664,1585307.13804894,1183795.9947384403,gen1case188 gen6case3
9,30,15608.121129530995,1424961.6475804115,1023450.5042699117,gen8case23 gen8case32
9,31,15608.001097797109,1566941.7556095605,1165430.6122990607,gen8case23 gen8case32
9,32,15608.007160766756,1425980.714461991,1024469.5711514913,gen1case77 gen7case12
9,33,15608.000546002664,1461750.6485028912,1060239.5051923913,gen1case77 gen7case12
9,34,15608.000546002664,1551886.40588675,1150375.2625762501,gen7case23 gen7case33
9,35,15608.000350795244,1576250.4675329255,1174739.3242224257,gen7case23 gen7case33
9,36,15608.012129748615,1313753.8666295493,912242.7233190495,gen8case15 gen7case37
9,37,15608.03644927004,1596627.5296584603,1195116.3863479604,gen8case15 gen7case37
9,38,15608.002502928004,1569852.4590992827,1168341.315788783,gen1case182 gen7case23
9,39,15608.005847309329,1448271.7694957252,1046760.6261852253,gen1case182 gen7case23
